Time,Event,Crane,Location,Plate
38122,Release,,cn2,
38131,Move_to,Crane-1,B01,
38131,Put_down,Crane-1,B01,SP-RS-A12-091
38131,Move_from,Crane-1,B01,
38147,Move_to,Crane-2,B40,
38147,Pick_up,Crane-2,B40,SP-RT-B40-141
38147,Move_from,Crane-2,B40,
38149,Move_to,Crane-2,cn3,
38149,Put_down,Crane-2,cn3,SP-RT-B40-141
38149,Move_from,Crane-2,cn3,
38167,Release,,cn1,
38175,Move_to,Crane-1,B22,
38175,Pick_up,Crane-1,B22,SP-RT-B22-102
38175,Move_from,Crane-1,B22,
38215,Move_to,Crane-1,B03,
38215,Avoiding_wait_start,Crane-1,B03,
38219,Avoiding_wait_finish,Crane-1,B03,
38219,Move_from,Crane-1,B03,
38219,Move_to,Crane-2,A08,
38219,Pick_up,Crane-2,A08,SP-RS-A08-091
38219,Move_from,Crane-2,A08,
38259,Move_to,Crane-2,B26,
38259,Put_down,Crane-2,B26,SP-RS-A08-091
38259,Move_from,Crane-2,B26,
38265,Move_to,Crane-1,cn2,
38265,Put_down,Crane-1,cn2,SP-RT-B22-102
38265,Move_to,Crane-2,B29,
38265,Move_from,Crane-2,B29,
38265,Move_from,Crane-1,cn2,
38285,Move_to,Crane-2,B21,
38285,Pick_up,Crane-2,B21,SP-RT-B21-110
38285,Move_to,Crane-1,B16,
38285,Move_from,Crane-1,B16,
38285,Move_from,Crane-2,B21,
38287,Move_to,Crane-2,cn1,
38287,Put_down,Crane-2,cn1,SP-RT-B21-110
38287,Move_from,Crane-2,cn1,
38315,Move_to,Crane-2,A34,
38315,Pick_up,Crane-2,A34,SP-RS-A34-031
38315,Move_from,Crane-2,A34,
38319,Move_to,Crane-1,B31,
38319,Pick_up,Crane-1,B31,SP-RS-B31-046
38319,Move_from,Crane-1,B31,
38321,Move_to,Crane-2,B37,
38321,Put_down,Crane-2,B37,SP-RS-A34-031
38321,Move_from,Crane-2,B37,
38327,Move_to,Crane-2,A34,
38327,Pick_up,Crane-2,A34,SP-RS-A34-030
38327,Move_from,Crane-2,A34,
38329,Release,,cn1,
38349,Move_to,Crane-2,B24,
38349,Put_down,Crane-2,B24,SP-RS-A34-030
38349,Move_from,Crane-2,B24,
38354,Release,,cn2,
38359,Move_to,Crane-2,A28,
38359,Pick_up,Crane-2,A28,SP-RT-A28-101
38359,Move_from,Crane-2,A28,
38375,Move_to,Crane-2,cn1,
38375,Put_down,Crane-2,cn1,SP-RT-A28-101
38375,Move_from,Crane-2,cn1,
38378,Release,,cn1,
38381,Move_to,Crane-2,A24,
38381,Pick_up,Crane-2,A24,SP-RT-A24-119
38381,Move_from,Crane-2,A24,
38383,Move_to,Crane-1,A01,
38383,Put_down,Crane-1,A01,SP-RS-B31-046
38383,Move_to,Crane-2,cn2,
38383,Put_down,Crane-2,cn2,SP-RT-A24-119
38383,Move_from,Crane-1,A01,
38383,Move_from,Crane-2,cn2,
38391,Move_to,Crane-2,cn1,
38391,Avoiding_wait_start,Crane-2,cn1,
38415,Avoiding_wait_finish,Crane-2,cn1,
38415,Move_from,Crane-2,cn1,
38415,Move_to,Crane-1,B17,
38415,Pick_up,Crane-1,B17,SP-RT-B17-115
38415,Move_from,Crane-1,B17,
38433,Move_to,Crane-2,B13,
38433,Pick_up,Crane-2,B13,SP-RS-B13-079
38433,Move_to,Crane-1,B08,
38433,Move_from,Crane-1,B08,
38433,Move_from,Crane-2,B13,
38461,Move_to,Crane-1,cn1,
38461,Put_down,Crane-1,cn1,SP-RT-B17-115
38461,Move_from,Crane-1,cn1,
38463,Move_to,Crane-2,A26,
38463,Put_down,Crane-2,A26,SP-RS-B13-079
38463,Move_from,Crane-2,A26,
38479,Move_to,Crane-2,B34,
38479,Pick_up,Crane-2,B34,SP-RS-B34-040
38479,Move_from,Crane-2,B34,
38483,Move_to,Crane-1,B31,
38483,Pick_up,Crane-1,B31,SP-RS-B31-045
38483,Move_to,Crane-2,A36,
38483,Move_from,Crane-2,A36,
38483,Move_from,Crane-1,B31,
38533,Move_to,Crane-2,A13,
38533,Put_down,Crane-2,A13,SP-RS-B34-040
38533,Move_from,Crane-2,A13,
38541,Move_to,Crane-1,A04,
38541,Put_down,Crane-1,A04,SP-RS-B31-045
38541,Move_from,Crane-1,A04,
38548,Release,,cn1,
38549,Move_to,Crane-1,B00,
38549,Pick_up,Crane-1,B00,SP-ST-B00-409
38549,Move_from,Crane-1,B00,
38575,Move_to,Crane-1,A13,
38575,Put_down,Crane-1,A13,SP-ST-B00-409
38575,Move_from,Crane-1,A13,
38579,Move_to,Crane-2,B34,
38579,Pick_up,Crane-2,B34,SP-RS-B34-039
38579,Move_from,Crane-2,B34,
38591,Move_to,Crane-1,B21,
38591,Pick_up,Crane-1,B21,SP-RT-B21-109
38591,Move_from,Crane-1,B21,
38593,Move_to,Crane-1,cn1,
38593,Put_down,Crane-1,cn1,SP-RT-B21-109
38593,Move_from,Crane-1,cn1,
38595,Move_to,Crane-2,B26,
38595,Put_down,Crane-2,B26,SP-RS-B34-039
38595,Move_from,Crane-2,B26,
38604,Release,,cn2,
38611,Move_to,Crane-2,B34,
38611,Pick_up,Crane-2,B34,SP-RS-B34-038
38611,Move_from,Crane-2,B34,
38631,Move_to,Crane-1,B03,
38631,Pick_up,Crane-1,B03,SP-RS-B03-093
38631,Move_from,Crane-1,B03,
38635,Move_to,Crane-1,A01,
38635,Put_down,Crane-1,A01,SP-RS-B03-093
38635,Move_from,Crane-1,A01,
38653,Move_to,Crane-2,B15,
38653,Put_down,Crane-2,B15,SP-RS-B34-038
38653,Move_from,Crane-2,B15,
38656,Release,,cn1,
38673,Move_to,Crane-1,B20,
38673,Pick_up,Crane-1,B20,SP-RT-B20-102
38673,Move_from,Crane-1,B20,
38685,Move_to,Crane-1,cn2,
38685,Put_down,Crane-1,cn2,SP-RT-B20-102
38685,Move_from,Crane-1,cn2,
38689,Move_to,Crane-2,B31,
38689,Pick_up,Crane-2,B31,SP-RS-B31-044
38689,Move_from,Crane-2,B31,
38693,Move_to,Crane-1,A28,
38693,Pick_up,Crane-1,A28,SP-RT-A28-100
38693,Move_to,Crane-2,A33,
38693,Move_from,Crane-2,A33,
38693,Move_from,Crane-1,A28,
38709,Move_to,Crane-1,cn1,
38709,Put_down,Crane-1,cn1,SP-RT-A28-100
38709,Move_from,Crane-1,cn1,
38737,Move_to,Crane-2,A13,
38737,Put_down,Crane-2,A13,SP-RS-B31-044
38737,Move_from,Crane-2,A13,
38747,Move_to,Crane-1,A03,
38747,Pick_up,Crane-1,A03,SP-RS-A03-077
38747,Move_from,Crane-1,A03,
38766,Release,,cn2,
38777,Move_to,Crane-2,B31,
38777,Pick_up,Crane-2,B31,SP-RS-B31-043
38777,Move_from,Crane-2,B31,
38783,Move_to,Crane-2,B28,
38783,Avoiding_wait_start,Crane-2,B28,
38791,Avoiding_wait_finish,Crane-2,B28,
38791,Move_from,Crane-2,B28,
38791,Move_to,Crane-1,B24,
38791,Put_down,Crane-1,B24,SP-RS-A03-077
38791,Move_from,Crane-1,B24,
38801,Move_to,Crane-2,B24,
38801,Put_down,Crane-2,B24,SP-RS-B31-043
38801,Move_to,Crane-1,B20,
38801,Pick_up,Crane-1,B20,SP-RT-B20-101
38801,Move_from,Crane-1,B20,
38801,Move_from,Crane-2,B24,
38802,Release,,cn1,
38813,Move_to,Crane-1,cn2,
38813,Put_down,Crane-1,cn2,SP-RT-B20-101
38813,Move_to,Crane-2,A29,
38813,Move_from,Crane-2,A29,
38813,Move_from,Crane-1,cn2,
38831,Move_to,Crane-1,B17,
38831,Pick_up,Crane-1,B17,SP-RT-B17-114
38831,Move_from,Crane-1,B17,
38847,Move_to,Crane-2,A14,
38847,Pick_up,Crane-2,A14,SP-RS-A14-099
38847,Move_to,Crane-1,B09,
38847,Move_from,Crane-1,B09,
38847,Move_from,Crane-2,A14,
38861,Move_to,Crane-2,A21,
38861,Put_down,Crane-2,A21,SP-RS-A14-099
38861,Move_from,Crane-2,A21,
38873,Move_to,Crane-1,cn1,
38873,Put_down,Crane-1,cn1,SP-RT-B17-114
38873,Move_to,Crane-2,A25,
38873,Move_from,Crane-2,A25,
38873,Move_from,Crane-1,cn1,
38911,Move_to,Crane-2,A08,
38911,Pick_up,Crane-2,A08,SP-RS-A08-090
38911,Move_to,Crane-1,A03,
38911,Move_from,Crane-1,A03,
38911,Move_from,Crane-2,A08,
38918,Release,,cn2,
38937,Move_to,Crane-2,A21,
38937,Move_from,Crane-2,A21,
38937,Move_to,Crane-2,A21,
38937,Move_from,Crane-2,A21,
38937,Move_to,Crane-2,A21,
38937,Put_down,Crane-2,A21,SP-RS-A08-090
38937,Move_from,Crane-2,A21,
38944,Release,,cn1,
38945,Move_to,Crane-2,A24,
38945,Move_from,Crane-2,A24,
38945,Move_to,Crane-2,A24,
38945,Move_from,Crane-2,A24,
38945,Move_to,Crane-2,A24,
38945,Pick_up,Crane-2,A24,SP-RT-A24-118
38945,Move_from,Crane-2,A24,
38947,Move_to,Crane-2,cn2,
38947,Move_from,Crane-2,cn2,
38947,Move_to,Crane-2,cn2,
38947,Move_from,Crane-2,cn2,
38947,Move_to,Crane-2,cn2,
38947,Put_down,Crane-2,cn2,SP-RT-A24-118
38947,Move_from,Crane-2,cn2,
38973,Move_to,Crane-1,A32,
38973,Pick_up,Crane-1,A32,SP-RS-A32-050
38973,Move_from,Crane-1,A32,
38974,Release,,cn2,
38977,Move_to,Crane-2,A39,
38977,Move_from,Crane-2,A39,
38977,Move_to,Crane-1,A34,
38977,Pick_up,Crane-1,A34,SP-RS-A34-029
38977,Move_from,Crane-1,A34,
38977,Move_to,Crane-1,A34,
38977,Pick_up,Crane-1,A34,SP-RS-A34-028
38977,Move_from,Crane-1,A34,
39023,Move_to,Crane-2,A18,
39023,Move_from,Crane-2,A18,
39023,Move_to,Crane-2,A18,
39023,Move_from,Crane-2,A18,
39023,Move_to,Crane-2,A18,
39023,Pick_up,Crane-2,A18,SP-RT-A18-085
39023,Move_from,Crane-2,A18,
39031,Move_to,Crane-2,cn1,
39031,Move_from,Crane-2,cn1,
39031,Move_to,Crane-2,cn1,
39031,Move_from,Crane-2,cn1,
39031,Move_to,Crane-2,cn1,
39031,Put_down,Crane-2,cn1,SP-RT-A18-085
39031,Move_from,Crane-2,cn1,
39037,Move_to,Crane-2,A19,
39037,Move_from,Crane-2,A19,
39037,Move_to,Crane-2,A19,
39037,Move_from,Crane-2,A19,
39037,Move_to,Crane-2,A19,
39037,Pick_up,Crane-2,A19,SP-RT-A19-115
39037,Move_from,Crane-2,A19,
39041,Move_to,Crane-1,A04,
39041,Put_down,Crane-1,A04,SP-RS-A34-028
39041,Move_from,Crane-1,A04,
39041,Move_to,Crane-1,A04,
39041,Put_down,Crane-1,A04,SP-RS-A34-029
39041,Move_from,Crane-1,A04,
39041,Move_to,Crane-1,A04,
39041,Put_down,Crane-1,A04,SP-RS-A32-050
39041,Move_from,Crane-1,A04,
39043,Move_to,Crane-1,B03,
39043,Pick_up,Crane-1,B03,SP-RS-B03-092
39043,Move_from,Crane-1,B03,
39051,Move_to,Crane-2,cn2,
39051,Move_from,Crane-2,cn2,
39051,Move_to,Crane-2,cn2,
39051,Move_from,Crane-2,cn2,
39051,Move_to,Crane-2,cn2,
39051,Put_down,Crane-2,cn2,SP-RT-A19-115
39051,Move_from,Crane-2,cn2,
39071,Move_to,Crane-2,A34,
39071,Pick_up,Crane-2,A34,SP-RS-A34-027
39071,Move_from,Crane-2,A34,
39083,Move_to,Crane-2,A28,
39083,Avoiding_wait_start,Crane-2,A28,
39087,Avoiding_wait_finish,Crane-2,A28,
39087,Move_from,Crane-2,A28,
39087,Move_to,Crane-1,B24,
39087,Put_down,Crane-1,B24,SP-RS-B03-092
39087,Move_from,Crane-1,B24,
39091,Move_to,Crane-2,A26,
39091,Put_down,Crane-2,A26,SP-RS-A34-027
39091,Move_to,Crane-1,B22,
39091,Move_from,Crane-1,B22,
39091,Move_from,Crane-2,A26,
39103,Move_to,Crane-2,A32,
39103,Move_from,Crane-2,A32,
39103,Move_to,Crane-2,A32,
39103,Pick_up,Crane-2,A32,SP-RS-A32-049
39103,Move_from,Crane-2,A32,
39117,Move_to,Crane-1,B34,
39117,Pick_up,Crane-1,B34,SP-RS-B34-037
39117,Move_from,Crane-1,B34,
39117,Move_to,Crane-2,B39,
39117,Move_from,Crane-2,B39,
39117,Move_to,Crane-1,B34,
39117,Pick_up,Crane-1,B34,SP-RS-B34-036
39117,Move_from,Crane-1,B34,
39122,Release,,cn1,
39149,Move_to,Crane-2,B24,
39149,Move_from,Crane-2,B24,
39149,Move_to,Crane-2,B24,
39149,Put_down,Crane-2,B24,SP-RS-A32-049
39149,Move_from,Crane-2,B24,
39161,Move_to,Crane-2,B29,
39161,Move_from,Crane-2,B29,
39161,Move_to,Crane-2,B29,
39161,Pick_up,Crane-2,B29,SP-RT-B29-094
39161,Move_from,Crane-2,B29,
39179,Move_to,Crane-2,cn1,
39179,Move_from,Crane-2,cn1,
39179,Move_to,Crane-2,cn1,
39179,Put_down,Crane-2,cn1,SP-RT-B29-094
39179,Move_from,Crane-2,cn1,
39181,Release,,cn2,
39187,Move_to,Crane-1,A01,
39187,Put_down,Crane-1,A01,SP-RS-B34-036
39187,Move_from,Crane-1,A01,
39187,Move_to,Crane-1,A01,
39187,Put_down,Crane-1,A01,SP-RS-B34-037
39187,Move_from,Crane-1,A01,
39203,Move_to,Crane-2,A32,
39203,Move_from,Crane-2,A32,
39203,Move_to,Crane-2,A32,
39203,Pick_up,Crane-2,A32,SP-RS-A32-048
39203,Move_from,Crane-2,A32,
39209,Move_to,Crane-2,A35,
39209,Avoiding_wait_start,Crane-2,A35,
39249,Avoiding_wait_finish,Crane-2,A35,
39249,Move_from,Crane-2,A35,
39249,Move_to,Crane-1,A30,
39249,Pick_up,Crane-1,A30,SP-RT-A30-109
39249,Move_from,Crane-1,A30,
39261,Move_to,Crane-1,cn2,
39261,Put_down,Crane-1,cn2,SP-RT-A30-109
39261,Move_from,Crane-1,cn2,
39281,Move_to,Crane-2,A21,
39281,Put_down,Crane-2,A21,SP-RS-A32-048
39281,Move_from,Crane-2,A21,
39287,Move_to,Crane-1,B13,
39287,Pick_up,Crane-1,B13,SP-RS-B13-078
39287,Move_from,Crane-1,B13,
39305,Move_to,Crane-1,A04,
39305,Put_down,Crane-1,A04,SP-RS-B13-078
39305,Move_from,Crane-1,A04,
39311,Move_to,Crane-2,B34,
39311,Pick_up,Crane-2,B34,SP-RS-B34-035
39311,Move_from,Crane-2,B34,
39313,Move_to,Crane-1,B00,
39313,Pick_up,Crane-1,B00,SP-ST-B00-408
39313,Move_from,Crane-1,B00,
39313,Move_to,Crane-1,B00,
39313,Pick_up,Crane-1,B00,SP-ST-B00-407
39313,Move_from,Crane-1,B00,
39341,Move_to,Crane-2,A21,
39341,Move_from,Crane-2,A21,
39341,Move_to,Crane-2,A21,
39341,Put_down,Crane-2,A21,SP-RS-B34-035
39341,Move_from,Crane-2,A21,
39385,Move_to,Crane-2,cn3,
39385,Avoiding_wait_start,Crane-2,cn3,
39389,Avoiding_wait_finish,Crane-2,cn3,
39389,Move_from,Crane-2,cn3,
39389,Move_to,Crane-1,A36,
39389,Put_down,Crane-1,A36,SP-ST-B00-407
39389,Move_from,Crane-1,A36,
39389,Move_to,Crane-1,A36,
39389,Put_down,Crane-1,A36,SP-ST-B00-408
39389,Move_from,Crane-1,A36,
39393,Move_to,Crane-1,B34,
39393,Pick_up,Crane-1,B34,SP-RS-B34-034
39393,Move_from,Crane-1,B34,
39449,Move_to,Crane-2,B13,
39449,Move_from,Crane-2,B13,
39449,Move_to,Crane-2,B13,
39449,Pick_up,Crane-2,B13,SP-RS-B13-077
39449,Move_from,Crane-2,B13,
39457,Move_to,Crane-1,A04,
39457,Put_down,Crane-1,A04,SP-RS-B34-034
39457,Move_from,Crane-1,A04,
39477,Move_to,Crane-1,A14,
39477,Pick_up,Crane-1,A14,SP-RS-A14-098
39477,Move_from,Crane-1,A14,
39483,Release,,cn2,
39489,Release,,cn1,
39501,Move_to,Crane-2,B37,
39501,Put_down,Crane-2,B37,SP-RS-B13-077
39501,Move_from,Crane-2,B37,
39503,Move_to,Crane-1,B01,
39503,Put_down,Crane-1,B01,SP-RS-A14-098
39503,Move_from,Crane-1,B01,
39529,Move_to,Crane-2,A24,
39529,Pick_up,Crane-2,A24,SP-RT-A24-117
39529,Move_from,Crane-2,A24,
39531,Move_to,Crane-2,cn2,
39531,Put_down,Crane-2,cn2,SP-RT-A24-117
39531,Move_from,Crane-2,cn2,
39551,Move_to,Crane-2,B34,
39551,Pick_up,Crane-2,B34,SP-RS-B34-033
39551,Move_from,Crane-2,B34,
39552,Move_to,Crane-2,A34,
39552,Avoiding_wait_start,Crane-2,A34,
39563,Avoiding_wait_finish,Crane-2,A34,
39563,Move_from,Crane-2,A34,
39563,Move_to,Crane-1,B29,
39563,Pick_up,Crane-1,B29,SP-RT-B29-093
39563,Move_from,Crane-1,B29,
39581,Move_to,Crane-1,cn1,
39581,Put_down,Crane-1,cn1,SP-RT-B29-093
39581,Move_from,Crane-1,cn1,
39593,Move_to,Crane-2,A21,
39593,Put_down,Crane-2,A21,SP-RS-B34-033
39593,Move_from,Crane-2,A21,
39609,Move_to,Crane-1,A08,
39609,Pick_up,Crane-1,A08,SP-RS-A08-089
39609,Move_from,Crane-1,A08,
39623,Move_to,Crane-2,A34,
39623,Pick_up,Crane-2,A34,SP-RS-A34-026
39623,Move_to,Crane-1,B01,
39623,Put_down,Crane-1,B01,SP-RS-A08-089
39623,Move_from,Crane-2,A34,
39623,Move_from,Crane-1,B01,
39625,Move_to,Crane-1,B00,
39625,Pick_up,Crane-1,B00,SP-ST-B00-406
39625,Move_from,Crane-1,B00,
39647,Move_to,Crane-1,A11,
39647,Put_down,Crane-1,A11,SP-ST-B00-406
39647,Move_from,Crane-1,A11,
39653,Move_to,Crane-1,B08,
39653,Avoiding_wait_start,Crane-1,B08,
39663,Release,,cn2,
39669,Avoiding_wait_finish,Crane-1,B08,
39669,Move_from,Crane-1,B08,
39669,Move_to,Crane-2,A13,
39669,Put_down,Crane-2,A13,SP-RS-A34-026
39669,Move_from,Crane-2,A13,
39693,Move_to,Crane-2,A24,
39693,Move_from,Crane-2,A24,
39693,Move_to,Crane-2,A24,
39693,Pick_up,Crane-2,A24,SP-RT-A24-116
39693,Move_from,Crane-2,A24,
39695,Move_to,Crane-2,cn2,
39695,Move_from,Crane-2,cn2,
39695,Move_to,Crane-2,cn2,
39695,Put_down,Crane-2,cn2,SP-RT-A24-116
39695,Move_from,Crane-2,cn2,
39701,Release,,cn2,
39715,Move_to,Crane-2,B34,
39715,Move_from,Crane-2,B34,
39715,Move_to,Crane-2,B34,
39715,Pick_up,Crane-2,B34,SP-RS-B34-032
39715,Move_from,Crane-2,B34,
39719,Move_to,Crane-1,B31,
39719,Pick_up,Crane-1,B31,SP-RS-B31-042
39719,Move_from,Crane-1,B31,
39719,Move_to,Crane-1,B31,
39719,Pick_up,Crane-1,B31,SP-RS-B31-041
39719,Move_from,Crane-1,B31,
39721,Move_to,Crane-2,B37,
39721,Move_from,Crane-2,B37,
39721,Move_to,Crane-2,B37,
39721,Put_down,Crane-2,B37,SP-RS-B34-032
39721,Move_from,Crane-2,B37,
39735,Move_to,Crane-2,A30,
39735,Move_from,Crane-2,A30,
39735,Move_to,Crane-2,A30,
39735,Pick_up,Crane-2,A30,SP-RT-A30-108
39735,Move_from,Crane-2,A30,
39747,Move_to,Crane-2,cn2,
39747,Move_from,Crane-2,cn2,
39747,Move_to,Crane-2,cn2,
39747,Put_down,Crane-2,cn2,SP-RT-A30-108
39747,Move_from,Crane-2,cn2,
39748,Release,,cn2,
39767,Move_to,Crane-2,A34,
39767,Move_from,Crane-2,A34,
39767,Move_to,Crane-2,A34,
39767,Pick_up,Crane-2,A34,SP-RS-A34-025
39767,Move_from,Crane-2,A34,
39777,Move_to,Crane-1,A04,
39777,Put_down,Crane-1,A04,SP-RS-B31-041
39777,Move_from,Crane-1,A04,
39777,Move_to,Crane-1,A04,
39777,Put_down,Crane-1,A04,SP-RS-B31-042
39777,Move_from,Crane-1,A04,
39783,Move_to,Crane-2,A26,
39783,Move_from,Crane-2,A26,
39783,Move_to,Crane-2,A26,
39783,Put_down,Crane-2,A26,SP-RS-A34-025
39783,Move_from,Crane-2,A26,
39799,Move_to,Crane-2,B34,
39799,Pick_up,Crane-2,B34,SP-RS-B34-031
39799,Move_from,Crane-2,B34,
39815,Move_to,Crane-2,B26,
39815,Put_down,Crane-2,B26,SP-RS-B34-031
39815,Move_from,Crane-2,B26,
39833,Move_to,Crane-1,A30,
39833,Pick_up,Crane-1,A30,SP-RT-A30-107
39833,Move_to,Crane-2,B35,
39833,Move_from,Crane-2,B35,
39833,Move_from,Crane-1,A30,
39845,Move_to,Crane-1,cn2,
39845,Put_down,Crane-1,cn2,SP-RT-A30-107
39845,Move_from,Crane-1,cn2,
39879,Release,,cn1,
39881,Move_to,Crane-2,B13,
39881,Pick_up,Crane-2,B13,SP-RS-B13-076
39881,Move_from,Crane-2,B13,
39891,Move_to,Crane-1,B03,
39891,Pick_up,Crane-1,B03,SP-RS-B03-091
39891,Move_from,Crane-1,B03,
39905,Move_to,Crane-2,B24,
39905,Put_down,Crane-2,B24,SP-RS-B13-076
39905,Move_from,Crane-2,B24,
39907,Move_to,Crane-2,cn2,
39907,Avoiding_wait_start,Crane-2,cn2,
39927,Avoiding_wait_finish,Crane-2,cn2,
39927,Move_from,Crane-2,cn2,
39927,Move_to,Crane-1,A21,
39927,Put_down,Crane-1,A21,SP-RS-B03-091
39927,Move_from,Crane-1,A21,
39928,Release,,cn2,
39941,Move_to,Crane-1,A14,
39941,Pick_up,Crane-1,A14,SP-RS-A14-097
39941,Move_from,Crane-1,A14,
39945,Move_to,Crane-2,B17,
39945,Pick_up,Crane-2,B17,SP-RT-B17-113
39945,Move_from,Crane-2,B17,
39955,Move_to,Crane-2,cn1,
39955,Put_down,Crane-2,cn1,SP-RT-B17-113
39955,Move_from,Crane-2,cn1,
39957,Move_to,Crane-2,B22,
39957,Pick_up,Crane-2,B22,SP-RT-B22-101
39957,Move_from,Crane-2,B22,
39963,Move_to,Crane-2,cn2,
39963,Put_down,Crane-2,cn2,SP-RT-B22-101
39963,Move_from,Crane-2,cn2,
39967,Move_to,Crane-1,A01,
39967,Put_down,Crane-1,A01,SP-RS-A14-097
39967,Move_from,Crane-1,A01,
39979,Move_to,Crane-2,A32,
39979,Pick_up,Crane-2,A32,SP-RS-A32-047
39979,Move_from,Crane-2,A32,
39993,Move_to,Crane-2,A39,
39993,Avoiding_wait_start,Crane-2,A39,
40005,Release,,cn1,
40025,Release,,cn2,
40037,Avoiding_wait_finish,Crane-2,A39,
40037,Move_from,Crane-2,A39,
40037,Move_to,Crane-1,B34,
40037,Pick_up,Crane-1,B34,SP-RS-B34-030
40037,Move_from,Crane-1,B34,
40093,Move_to,Crane-2,A13,
40093,Put_down,Crane-2,A13,SP-RS-A32-047
40093,Move_from,Crane-2,A13,
40101,Move_to,Crane-2,B17,
40101,Pick_up,Crane-2,B17,SP-RT-B17-112
40101,Move_from,Crane-2,B17,
40107,Move_to,Crane-1,A01,
40107,Put_down,Crane-1,A01,SP-RS-B34-030
40107,Move_from,Crane-1,A01,
40111,Move_to,Crane-2,cn1,
40111,Put_down,Crane-2,cn1,SP-RT-B17-112
40111,Move_from,Crane-2,cn1,
40139,Move_to,Crane-2,B34,
40139,Pick_up,Crane-2,B34,SP-RS-B34-029
40139,Move_from,Crane-2,B34,
40139,Move_to,Crane-2,B34,
40139,Pick_up,Crane-2,B34,SP-RS-B34-028
40139,Move_from,Crane-2,B34,
40151,Move_to,Crane-2,B28,
40151,Avoiding_wait_start,Crane-2,B28,
40155,Avoiding_wait_finish,Crane-2,B28,
40155,Move_from,Crane-2,B28,
40155,Move_to,Crane-1,A24,
40155,Pick_up,Crane-1,A24,SP-RT-A24-115
40155,Move_from,Crane-1,A24,
40185,Move_to,Crane-2,B15,
40185,Put_down,Crane-2,B15,SP-RS-B34-028
40185,Move_from,Crane-2,B15,
40185,Move_to,Crane-1,A10,
40185,Move_from,Crane-1,A10,
40185,Move_to,Crane-2,B15,
40185,Put_down,Crane-2,B15,SP-RS-B34-029
40185,Move_from,Crane-2,B15,
40202,Release,,cn1,
40217,Move_to,Crane-1,cn2,
40217,Move_from,Crane-1,cn2,
40217,Move_to,Crane-1,cn2,
40217,Put_down,Crane-1,cn2,SP-RT-A24-115
40217,Move_from,Crane-1,cn2,
40227,Move_to,Crane-2,B34,
40227,Pick_up,Crane-2,B34,SP-RS-B34-027
40227,Move_to,Crane-1,B21,
40227,Pick_up,Crane-1,B21,SP-RT-B21-108
40227,Move_from,Crane-2,B34,
40227,Move_from,Crane-1,B21,
40229,Move_to,Crane-1,cn1,
40229,Put_down,Crane-1,cn1,SP-RT-B21-108
40229,Move_from,Crane-1,cn1,
40233,Move_to,Crane-2,B37,
40233,Put_down,Crane-2,B37,SP-RS-B34-027
40233,Move_from,Crane-2,B37,
40239,Move_to,Crane-2,B34,
40239,Pick_up,Crane-2,B34,SP-RS-B34-026
40239,Move_from,Crane-2,B34,
40255,Move_to,Crane-2,A26,
40255,Put_down,Crane-2,A26,SP-RS-B34-026
40255,Move_from,Crane-2,A26,
40267,Move_to,Crane-1,B03,
40267,Pick_up,Crane-1,B03,SP-RS-B03-090
40267,Move_from,Crane-1,B03,
40271,Move_to,Crane-2,B34,
40271,Pick_up,Crane-2,B34,SP-RS-B34-025
40271,Move_from,Crane-2,B34,
40287,Move_to,Crane-1,A13,
40287,Put_down,Crane-1,A13,SP-RS-B03-090
40287,Move_from,Crane-1,A13,
40293,Move_to,Crane-2,B24,
40293,Put_down,Crane-2,B24,SP-RS-B34-025
40293,Move_from,Crane-2,B24,
40307,Move_to,Crane-1,B03,
40307,Pick_up,Crane-1,B03,SP-RS-B03-089
40307,Move_from,Crane-1,B03,
40311,Move_to,Crane-1,B01,
40311,Put_down,Crane-1,B01,SP-RS-B03-089
40311,Move_from,Crane-1,B01,
40317,Move_to,Crane-2,B13,
40317,Pick_up,Crane-2,B13,SP-RS-B13-075
40317,Move_from,Crane-2,B13,
40341,Move_to,Crane-2,B24,
40341,Put_down,Crane-2,B24,SP-RS-B13-075
40341,Move_from,Crane-2,B24,
40342,Release,,cn2,
40363,Move_to,Crane-2,A34,
40363,Pick_up,Crane-2,A34,SP-RS-A34-024
40363,Move_from,Crane-2,A34,
40369,Move_to,Crane-2,A37,
40369,Avoiding_wait_start,Crane-2,A37,
40377,Avoiding_wait_finish,Crane-2,A37,
40377,Move_from,Crane-2,A37,
40377,Move_to,Crane-1,A32,
40377,Pick_up,Crane-1,A32,SP-RS-A32-046
40377,Move_from,Crane-1,A32,
40429,Move_to,Crane-2,A13,
40429,Put_down,Crane-2,A13,SP-RS-A34-024
40429,Move_from,Crane-2,A13,
40443,Move_to,Crane-1,A01,
40443,Put_down,Crane-1,A01,SP-RS-A32-046
40443,Move_from,Crane-1,A01,
40447,Move_to,Crane-1,A03,
40447,Pick_up,Crane-1,A03,SP-RS-A03-076
40447,Move_from,Crane-1,A03,
40449,Move_to,Crane-2,B22,
40449,Pick_up,Crane-2,B22,SP-RT-B22-100
40449,Move_to,Crane-1,A04,
40449,Put_down,Crane-1,A04,SP-RS-A03-076
40449,Move_from,Crane-2,B22,
40449,Move_from,Crane-1,A04,
40455,Move_to,Crane-2,cn2,
40455,Put_down,Crane-2,cn2,SP-RT-B22-100
40455,Move_from,Crane-2,cn2,
40467,Move_to,Crane-1,B13,
40467,Pick_up,Crane-1,B13,SP-RS-B13-074
